fb_a	fb_b	symbol_a	symbol_b	interaction
FBgn0010078	FBgn0261608	RpL23	RpL37A	physical
FBgn0003274	FBgn0031980	RpLP2	RpL36A	physical
FBgn0004404	FBgn0285949	RpS14b	RpL31	physical
FBgn0010265	FBgn0017545	RpS13	RpS3A	physical
FBgn0027494	FBgn0036825	RpS10a	RpL26	physical
FBgn0261592	FBgn0261596	RpS6	RpS24	physical
FBgn0010411	FBgn0261597	RpS18	RpS26	physical
FBgn0004404	FBgn0261592	RpS14b	RpS6	physical
FBgn0004403	FBgn0036825	RpS14a	RpL26	physical
FBgn0028473	FBgn0039044	Non1	p53	physical
FBgn0032518	FBgn0261602	RpL24	RpL8	physical
FBgn0015521	FBgn0027494	RpS21	RpS10a	physical
FBgn0002593	FBgn0003279	RpLP1	RpL4	physical
FBgn0027494	FBgn0066084	RpS10a	RpL41	physical
FBgn0010198	FBgn0261597	RpS15Aa	RpS26	physical
FBgn0023170	FBgn0064225	RpL39	RpL5	physical
FBgn0034743	FBgn0034968	RpS16	RpL12	physical
FBgn0036825	FBgn0285948	RpL26	RpL27A	physical
FBgn0017545	FBgn0040007	RpS3A	RpL38	physical
FBgn0002590	FBgn0061474	RpS5a	28SrRNA	physical
FBgn0016726	FBgn0024733	RpL29	RpL10	physical
FBgn0011284	FBgn0015288	RpS4	RpL22	physical
FBgn0003279	FBgn0005533	RpL4	RpS17	physical
FBgn0019936	FBgn0065042	RpS20	2SrRNA	physical
FBgn0039923	FBgn0040305	MED26	MTF-1	physical
FBgn0017579	FBgn0039359	RpL14	RpL27	physical
FBgn0010078	FBgn0039757	RpL23	RpS7	physical
FBgn0260780	FBgn0262450	wisp	mir-312	physical
FBgn0033912	FBgn0037351	RpS23	RpL13A	physical
FBgn0038834	FBgn0040007	RpS30	RpL38	physical
FBgn0010265	FBgn0036825	RpS13	RpL26	physical
FBgn0004403	FBgn0010265	RpS14a	RpS13	physical
FBgn0010078	FBgn0029897	RpL23	RpL17	physical
FBgn0029785	FBgn0040007	RpL35	RpL38	physical
FBgn0014026	FBgn0061474	RpL7A	28SrRNA	physical
FBgn0005593	FBgn0028697	RpL7	RpL15	physical
FBgn0032863	FBgn0250903	Cdc23	lmgA	physical
FBgn0032863	FBgn0250903	Cdc23	lmgA	physical
FBgn0010409	FBgn0039757	RpL18A	RpS7	physical
FBgn0003942	FBgn0034138	RpS27A	RpS15	physical
FBgn0065042	FBgn0086710	2SrRNA	RpL30	physical
FBgn0001233	FBgn0087035	Hsp83	AGO2	physical
FBgn0019650	FBgn0039044	toy	p53	physical
FBgn0019650	FBgn0039044	toy	p53	physical
FBgn0002626	FBgn0086710	RpL32	RpL30	physical
FBgn0010409	FBgn0028697	RpL18A	RpL15	physical
FBgn0010078	FBgn0039713	RpL23	RpS8	physical
FBgn0011284	FBgn0029897	RpS4	RpL17	physical
FBgn0061475	FBgn0285950	18SrRNA	RpL19	physical
FBgn0010411	FBgn0039757	RpS18	RpS7	physical
FBgn0000100	FBgn0029785	RpLP0	RpL35	physical
FBgn0004404	FBgn0016726	RpS14b	RpL29	physical
FBgn0000002	FBgn0037328	5SrRNA	RpL35A	physical
FBgn0000002	FBgn0017579	5SrRNA	RpL14	physical
FBgn0010078	FBgn0013325	RpL23	RpL11	physical
FBgn0261599	FBgn0285950	RpS29	RpL19	physical
FBgn0010409	FBgn0061475	RpL18A	18SrRNA	physical
FBgn0019936	FBgn0037351	RpS20	RpL13A	physical
FBgn0002626	FBgn0061471	RpL32	5.8SrRNA	physical
FBgn0004403	FBgn0017579	RpS14a	RpL14	physical
FBgn0010078	FBgn0066084	RpL23	RpL41	physical
FBgn0004403	FBgn0026372	RpS14a	RpL23A	physical
FBgn0014026	FBgn0261608	RpL7A	RpL37A	physical
FBgn0010412	FBgn0032518	RpS19a	RpL24	physical
FBgn0035753	FBgn0285949	RpL18	RpL31	physical
FBgn0033699	FBgn0039713	RpS11	RpS8	physical
FBgn0034743	FBgn0086710	RpS16	RpL30	physical
FBgn0037250	FBgn0039044	CG1074	p53	physical
FBgn0032987	FBgn0033912	RpL21	RpS23	physical
FBgn0003274	FBgn0039757	RpLP2	RpS7	physical
FBgn0010198	FBgn0061475	RpS15Aa	18SrRNA	physical
FBgn0020910	FBgn0027494	RpL3	RpS10a	physical
FBgn0039300	FBgn0086710	RpS27	RpL30	physical
FBgn0029897	FBgn0064225	RpL17	RpL5	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0004419	FBgn0036735	me31B	Edc3	physical
FBgn0002593	FBgn0038834	RpLP1	RpS30	physical
FBgn0027494	FBgn0261592	RpS10a	RpS6	physical
FBgn0005533	FBgn0015288	RpS17	RpL22	physical
FBgn0010409	FBgn0033912	RpL18A	RpS23	physical
FBgn0002590	FBgn0061475	RpS5a	18SrRNA	physical
FBgn0004867	FBgn0017545	RpS2	RpS3A	physical
FBgn0002590	FBgn0026372	RpS5a	RpL23A	physical
FBgn0010409	FBgn0039713	RpL18A	RpS8	physical
FBgn0027494	FBgn0033699	RpS10a	RpS11	physical
FBgn0032987	FBgn0086472	RpL21	RpS25	physical
FBgn0002622	FBgn0261599	RpS3	RpS29	physical
FBgn0002622	FBgn0005593	RpS3	RpL7	physical
FBgn0010408	FBgn0011272	RpS9	RpL13	physical
FBgn0029785	FBgn0039300	RpL35	RpS27	physical
FBgn0039713	FBgn0261597	RpS8	RpS26	physical
FBgn0011272	FBgn0034968	RpL13	RpL12	physical
FBgn0027494	FBgn0032518	RpS10a	RpL24	physical
FBgn0020910	FBgn0034743	RpL3	RpS16	physical
FBgn0029897	FBgn0065042	RpL17	2SrRNA	physical
FBgn0030616	FBgn0036825	RpL37-1	RpL26	physical
FBgn0003279	FBgn0030136	RpL4	RpS28b	physical
FBgn0017579	FBgn0023170	RpL14	RpL39	physical
FBgn0013325	FBgn0285948	RpL11	RpL27A	physical
FBgn0004404	FBgn0033699	RpS14b	RpS11	physical
FBgn0015756	FBgn0033912	RpL9	RpS23	physical
FBgn0020910	FBgn0039300	RpL3	RpS27	physical
FBgn0016726	FBgn0285949	RpL29	RpL31	physical
FBgn0002593	FBgn0020618	RpLP1	Rack1	physical
FBgn0032987	FBgn0061471	RpL21	5.8SrRNA	physical
FBgn0000559	FBgn0039406	eEF2	RpL34a	physical
FBgn0030616	FBgn0285950	RpL37-1	RpL19	physical
FBgn0000002	FBgn0002622	5SrRNA	RpS3	physical
FBgn0010265	FBgn0015288	RpS13	RpL22	physical
FBgn0019936	FBgn0036213	RpS20	RpL10Ab	physical
FBgn0010078	FBgn0010198	RpL23	RpS15Aa	physical
FBgn0002590	FBgn0039757	RpS5a	RpS7	physical
FBgn0017545	FBgn0037351	RpS3A	RpL13A	physical
FBgn0034138	FBgn0038834	RpS15	RpS30	physical
FBgn0003317	FBgn0003317	sax	sax	physical
FBgn0004403	FBgn0039757	RpS14a	RpS7	physical
FBgn0033912	FBgn0261596	RpS23	RpS24	physical
FBgn0029897	FBgn0086710	RpL17	RpL30	physical
FBgn0002593	FBgn0261599	RpLP1	RpS29	physical
FBgn0004404	FBgn0010408	RpS14b	RpS9	physical
FBgn0039044	FBgn0259735	p53	mtgo	physical
FBgn0003279	FBgn0285950	RpL4	RpL19	physical
FBgn0039359	FBgn0039713	RpL27	RpS8	physical
FBgn0005533	FBgn0064225	RpS17	RpL5	physical
FBgn0003941	FBgn0036213	RpL40	RpL10Ab	physical
FBgn0031980	FBgn0285948	RpL36A	RpL27A	physical
FBgn0011284	FBgn0017579	RpS4	RpL14	physical
FBgn0010198	FBgn0033699	RpS15Aa	RpS11	physical
FBgn0013325	FBgn0033912	RpL11	RpS23	physical
FBgn0029785	FBgn0039713	RpL35	RpS8	physical
FBgn0066084	FBgn0086710	RpL41	RpL30	physical
FBgn0013325	FBgn0029897	RpL11	RpL17	physical
FBgn0032518	FBgn0035422	RpL24	RpL28	physical
FBgn0026372	FBgn0066084	RpL23A	RpL41	physical
FBgn0030616	FBgn0285949	RpL37-1	RpL31	physical
FBgn0034138	FBgn0285949	RpS15	RpL31	physical
FBgn0003941	FBgn0061475	RpL40	18SrRNA	physical
FBgn0010198	FBgn0017579	RpS15Aa	RpL14	physical
FBgn0039757	FBgn0285950	RpS7	RpL19	physical
FBgn0000100	FBgn0039757	RpLP0	RpS7	physical
FBgn0000117	FBgn0262402	arm	mir-311	physical
FBgn0000117	FBgn0262402	arm	mir-311	physical
FBgn0026372	FBgn0285948	RpL23A	RpL27A	physical
FBgn0010198	FBgn0017545	RpS15Aa	RpS3A	physical
FBgn0014026	FBgn0017545	RpL7A	RpS3A	physical
FBgn0028697	FBgn0086710	RpL15	RpL30	physical
FBgn0000405	FBgn0250903	CycB	lmgA	physical
FBgn0000405	FBgn0250903	CycB	lmgA	physical
FBgn0000405	FBgn0250903	CycB	lmgA	physical
FBgn0000097	FBgn0023214	aop	edl	physical
FBgn0000097	FBgn0023214	aop	edl	physical
FBgn0000097	FBgn0023214	aop	edl	physical
FBgn0000097	FBgn0023214	aop	edl	physical
FBgn0000097	FBgn0023214	aop	edl	physical
FBgn0003279	FBgn0061471	RpL4	5.8SrRNA	physical
FBgn0039406	FBgn0064225	RpL34a	RpL5	physical
FBgn0005533	FBgn0019936	RpS17	RpS20	physical
FBgn0019936	FBgn0029785	RpS20	RpL35	physical
FBgn0000002	FBgn0013325	5SrRNA	RpL11	physical
FBgn0032518	FBgn0039406	RpL24	RpL34a	physical
FBgn0036825	FBgn0039359	RpL26	RpL27	physical
FBgn0038139	FBgn0039722	PK2-R2	Capa	physical
FBgn0010409	FBgn0038834	RpL18A	RpS30	physical
FBgn0019936	FBgn0039300	RpS20	RpS27	physical
FBgn0036213	FBgn0261608	RpL10Ab	RpL37A	physical
FBgn0004403	FBgn0261602	RpS14a	RpL8	physical
FBgn0013325	FBgn0261596	RpL11	RpS24	physical
FBgn0002622	FBgn0032518	RpS3	RpL24	physical
FBgn0039406	FBgn0285948	RpL34a	RpL27A	physical
FBgn0004403	FBgn0005593	RpS14a	RpL7	physical
FBgn0000183	FBgn0028734	BicD	Fmr1	physical
FBgn0000183	FBgn0028734	BicD	Fmr1	physical
FBgn0000183	FBgn0028734	BicD	Fmr1	physical
FBgn0000183	FBgn0028734	BicD	Fmr1	physical
FBgn0004404	FBgn0023170	RpS14b	RpL39	physical
FBgn0010411	FBgn0029897	RpS18	RpL17	physical
FBgn0061474	FBgn0285948	28SrRNA	RpL27A	physical
FBgn0010078	FBgn0033699	RpL23	RpS11	physical
FBgn0003274	FBgn0086710	RpLP2	RpL30	physical
FBgn0004404	FBgn0064225	RpS14b	RpL5	physical
FBgn0002579	FBgn0036213	RpL36	RpL10Ab	physical
FBgn0061475	FBgn0261596	18SrRNA	RpS24	physical
FBgn0033912	FBgn0035422	RpS23	RpL28	physical
FBgn0024250	FBgn0259986	brk	nab	physical
FBgn0024250	FBgn0259986	brk	nab	physical
FBgn0003941	FBgn0023170	RpL40	RpL39	physical
FBgn0010411	FBgn0035753	RpS18	RpL18	physical
FBgn0010198	FBgn0037328	RpS15Aa	RpL35A	physical
FBgn0025815	FBgn0030196	Mcm6	Psf3	physical
FBgn0005593	FBgn0061474	RpL7	28SrRNA	physical
FBgn0004403	FBgn0020910	RpS14a	RpL3	physical
FBgn0039300	FBgn0261596	RpS27	RpS24	physical
FBgn0010408	FBgn0032987	RpS9	RpL21	physical
FBgn0020910	FBgn0034968	RpL3	RpL12	physical
FBgn0010412	FBgn0032987	RpS19a	RpL21	physical
FBgn0025800	FBgn0033748	Smox	vis	physical
FBgn0025800	FBgn0033748	Smox	vis	physical
FBgn0014026	FBgn0036825	RpL7A	RpL26	physical
FBgn0002626	FBgn0040007	RpL32	RpL38	physical
FBgn0015288	FBgn0015521	RpL22	RpS21	physical
FBgn0014026	FBgn0261599	RpL7A	RpS29	physical
FBgn0002626	FBgn0024733	RpL32	RpL10	physical
FBgn0003941	FBgn0261592	RpL40	RpS6	physical
FBgn0020618	FBgn0261596	Rack1	RpS24	physical
FBgn0013325	FBgn0032518	RpL11	RpL24	physical
FBgn0039713	FBgn0261602	RpS8	RpL8	physical
FBgn0001139	FBgn0001199	gro	His3	physical
FBgn0000002	FBgn0261592	5SrRNA	RpS6	physical
FBgn0038834	FBgn0261602	RpS30	RpL8	physical
FBgn0000100	FBgn0033912	RpLP0	RpS23	physical
FBgn0004404	FBgn0032987	RpS14b	RpL21	physical
FBgn0003279	FBgn0046214	RpL4	vig2	physical
FBgn0035422	FBgn0040007	RpL28	RpL38	physical
FBgn0005593	FBgn0039359	RpL7	RpL27	physical
FBgn0010265	FBgn0033912	RpS13	RpS23	physical
FBgn0002622	FBgn0004403	RpS3	RpS14a	physical
FBgn0023170	FBgn0030616	RpL39	RpL37-1	physical
FBgn0010078	FBgn0086472	RpL23	RpS25	physical
FBgn0010409	FBgn0027494	RpL18A	RpS10a	physical
FBgn0002590	FBgn0010408	RpS5a	RpS9	physical
FBgn0024733	FBgn0033912	RpL10	RpS23	physical
FBgn0035422	FBgn0036825	RpL28	RpL26	physical
FBgn0020618	FBgn0029785	Rack1	RpL35	physical
FBgn0003517	FBgn0017545	sta	RpS3A	physical
FBgn0000002	FBgn0285948	5SrRNA	RpL27A	physical
FBgn0030616	FBgn0064225	RpL37-1	RpL5	physical
FBgn0029897	FBgn0036213	RpL17	RpL10Ab	physical
FBgn0024234	FBgn0265048	gbb	cv-d	physical
FBgn0024234	FBgn0265048	gbb	cv-d	physical
FBgn0011272	FBgn0261596	RpL13	RpS24	physical
FBgn0002590	FBgn0002593	RpS5a	RpLP1	physical
FBgn0020910	FBgn0035422	RpL3	RpL28	physical
FBgn0000559	FBgn0002579	eEF2	RpL36	physical
FBgn0010412	FBgn0030616	RpS19a	RpL37-1	physical
FBgn0036213	FBgn0036825	RpL10Ab	RpL26	physical
FBgn0004403	FBgn0061475	RpS14a	18SrRNA	physical
FBgn0030136	FBgn0038834	RpS28b	RpS30	physical
FBgn0002593	FBgn0010265	RpLP1	RpS13	physical
FBgn0001198	FBgn0003042	His2B	Pc	physical
FBgn0015521	FBgn0061471	RpS21	5.8SrRNA	physical
FBgn0010265	FBgn0026372	RpS13	RpL23A	physical
FBgn0026372	FBgn0033699	RpL23A	RpS11	physical
FBgn0010198	FBgn0039713	RpS15Aa	RpS8	physical
FBgn0029897	FBgn0033912	RpL17	RpS23	physical
FBgn0002626	FBgn0032518	RpL32	RpL24	physical
FBgn0000100	FBgn0261597	RpLP0	RpS26	physical
FBgn0002593	FBgn0024733	RpLP1	RpL10	physical
FBgn0000490	FBgn0265048	dpp	cv-d	physical
FBgn0000559	FBgn0261608	eEF2	RpL37A	physical
FBgn0026372	FBgn0027494	RpL23A	RpS10a	physical
FBgn0015521	FBgn0261596	RpS21	RpS24	physical
FBgn0015288	FBgn0261608	RpL22	RpL37A	physical
FBgn0004867	FBgn0039406	RpS2	RpL34a	physical
FBgn0015756	FBgn0061475	RpL9	18SrRNA	physical
FBgn0003279	FBgn0015756	RpL4	RpL9	physical
FBgn0005593	FBgn0010411	RpL7	RpS18	physical
FBgn0002622	FBgn0035753	RpS3	RpL18	physical
FBgn0065042	FBgn0261602	2SrRNA	RpL8	physical
FBgn0002593	FBgn0034743	RpLP1	RpS16	physical
FBgn0001199	FBgn0086908	His3	egg	physical
FBgn0001199	FBgn0086908	His3	egg	physical
FBgn0020910	FBgn0086710	RpL3	RpL30	physical
FBgn0034968	FBgn0285949	RpL12	RpL31	physical
FBgn0011284	FBgn0034743	RpS4	RpS16	physical
FBgn0005593	FBgn0010409	RpL7	RpL18A	physical
FBgn0086472	FBgn0261596	RpS25	RpS24	physical
FBgn0003285	FBgn0004167	rst	kst	physical
FBgn0033699	FBgn0034138	RpS11	RpS15	physical
FBgn0005593	FBgn0039406	RpL7	RpL34a	physical
FBgn0038834	FBgn0039757	RpS30	RpS7	physical
FBgn0024733	FBgn0033699	RpL10	RpS11	physical
FBgn0010412	FBgn0020618	RpS19a	Rack1	physical
FBgn0002593	FBgn0261608	RpLP1	RpL37A	physical
FBgn0011284	FBgn0020618	RpS4	Rack1	physical
FBgn0039757	FBgn0261592	RpS7	RpS6	physical
FBgn0004404	FBgn0086472	RpS14b	RpS25	physical
FBgn0035753	FBgn0064225	RpL18	RpL5	physical
FBgn0030616	FBgn0034743	RpL37-1	RpS16	physical
FBgn0039757	FBgn0061475	RpS7	18SrRNA	physical
FBgn0027494	FBgn0033912	RpS10a	RpS23	physical
FBgn0010265	FBgn0011284	RpS13	RpS4	physical
FBgn0002579	FBgn0039359	RpL36	RpL27	physical
FBgn0010412	FBgn0035422	RpS19a	RpL28	physical
FBgn0285949	FBgn0285950	RpL31	RpL19	physical
FBgn0037351	FBgn0285950	RpL13A	RpL19	physical
FBgn0010265	FBgn0020910	RpS13	RpL3	physical
FBgn0039359	FBgn0285949	RpL27	RpL31	physical
FBgn0004404	FBgn0015288	RpS14b	RpL22	physical
FBgn0003942	FBgn0029897	RpS27A	RpL17	physical
FBgn0030616	FBgn0039857	RpL37-1	RpL6	physical
FBgn0024733	FBgn0035753	RpL10	RpL18	physical
FBgn0000100	FBgn0026372	RpLP0	RpL23A	physical
FBgn0004867	FBgn0005533	RpS2	RpS17	physical
FBgn0086472	FBgn0261599	RpS25	RpS29	physical
FBgn0027494	FBgn0040007	RpS10a	RpL38	physical
FBgn0003941	FBgn0010265	RpL40	RpS13	physical
FBgn0010078	FBgn0061474	RpL23	28SrRNA	physical
FBgn0000100	FBgn0020618	RpLP0	Rack1	physical
FBgn0000100	FBgn0029897	RpLP0	RpL17	physical
FBgn0002590	FBgn0010198	RpS5a	RpS15Aa	physical
FBgn0010198	FBgn0035753	RpS15Aa	RpL18	physical
FBgn0039359	FBgn0065042	RpL27	2SrRNA	physical
FBgn0014026	FBgn0034968	RpL7A	RpL12	physical
FBgn0261602	FBgn0285948	RpL8	RpL27A	physical
FBgn0015756	FBgn0285950	RpL9	RpL19	physical
FBgn0034072	FBgn0262450	Dg	mir-312	physical
FBgn0034072	FBgn0262450	Dg	mir-312	physical
FBgn0034072	FBgn0262450	Dg	mir-312	physical
FBgn0026372	FBgn0061474	RpL23A	28SrRNA	physical
FBgn0002593	FBgn0003942	RpLP1	RpS27A	physical
FBgn0064225	FBgn0261596	RpL5	RpS24	physical
FBgn0020618	FBgn0039713	Rack1	RpS8	physical
FBgn0031820	FBgn0039044	Daxx	p53	physical
FBgn0031820	FBgn0039044	Daxx	p53	physical
FBgn0031820	FBgn0039044	Daxx	p53	physical
FBgn0003279	FBgn0035422	RpL4	RpL28	physical
FBgn0033699	FBgn0261596	RpS11	RpS24	physical
FBgn0004436	FBgn0039044	Ubc6	p53	physical
FBgn0004436	FBgn0039044	Ubc6	p53	physical
FBgn0004436	FBgn0039044	Ubc6	p53	physical
FBgn0004436	FBgn0039044	Ubc6	p53	physical
FBgn0004436	FBgn0039044	Ubc6	p53	physical
FBgn0000002	FBgn0024733	5SrRNA	RpL10	physical
FBgn0036213	FBgn0285948	RpL10Ab	RpL27A	physical
FBgn0000100	FBgn0061475	RpLP0	18SrRNA	physical
FBgn0023170	FBgn0061474	RpL39	28SrRNA	physical
FBgn0039359	FBgn0064225	RpL27	RpL5	physical
FBgn0003942	FBgn0037351	RpS27A	RpL13A	physical
FBgn0004404	FBgn0017545	RpS14b	RpS3A	physical
FBgn0033699	FBgn0285949	RpS11	RpL31	physical
FBgn0031980	FBgn0034138	RpL36A	RpS15	physical
FBgn0032518	FBgn0035753	RpL24	RpL18	physical
FBgn0029785	FBgn0261597	RpL35	RpS26	physical
FBgn0038834	FBgn0039406	RpS30	RpL34a	physical
FBgn0032518	FBgn0285949	RpL24	RpL31	physical
FBgn0015756	FBgn0034968	RpL9	RpL12	physical
FBgn0086472	FBgn0261592	RpS25	RpS6	physical
FBgn0011284	FBgn0039757	RpS4	RpS7	physical
FBgn0004867	FBgn0285950	RpS2	RpL19	physical
FBgn0004403	FBgn0030136	RpS14a	RpS28b	physical
FBgn0017579	FBgn0020910	RpL14	RpL3	physical
FBgn0017545	FBgn0033699	RpS3A	RpS11	physical
FBgn0031980	FBgn0039857	RpL36A	RpL6	physical
FBgn0011272	FBgn0034743	RpL13	RpS16	physical
FBgn0011272	FBgn0030616	RpL13	RpL37-1	physical
FBgn0003941	FBgn0010412	RpL40	RpS19a	physical
FBgn0010411	FBgn0033912	RpS18	RpS23	physical
FBgn0003942	FBgn0028697	RpS27A	RpL15	physical
FBgn0015288	FBgn0086472	RpL22	RpS25	physical
FBgn0065042	FBgn0261608	2SrRNA	RpL37A	physical
FBgn0011284	FBgn0039713	RpS4	RpS8	physical
FBgn0001139	FBgn0001200	gro	His4	physical
FBgn0015756	FBgn0066084	RpL9	RpL41	physical
FBgn0010411	FBgn0015756	RpS18	RpL9	physical
FBgn0039044	FBgn0284256	p53	bsf	physical
FBgn0061474	FBgn0066084	28SrRNA	RpL41	physical
FBgn0002626	FBgn0261596	RpL32	RpS24	physical
FBgn0031980	FBgn0046214	RpL36A	vig2	physical
FBgn0002593	FBgn0040007	RpLP1	RpL38	physical
FBgn0031980	FBgn0086710	RpL36A	RpL30	physical
FBgn0004403	FBgn0039713	RpS14a	RpS8	physical
FBgn0000559	FBgn0036825	eEF2	RpL26	physical
FBgn0046214	FBgn0065042	vig2	2SrRNA	physical
FBgn0001319	FBgn0262975	kn	cnc	physical
FBgn0001319	FBgn0262975	kn	cnc	physical
FBgn0034138	FBgn0034968	RpS15	RpL12	physical
FBgn0004404	FBgn0040007	RpS14b	RpL38	physical
FBgn0010409	FBgn0031980	RpL18A	RpL36A	physical
FBgn0029897	FBgn0066084	RpL17	RpL41	physical
FBgn0017545	FBgn0261602	RpS3A	RpL8	physical
FBgn0029897	FBgn0032518	RpL17	RpL24	physical
FBgn0003274	FBgn0010411	RpLP2	RpS18	physical
FBgn0005593	FBgn0010265	RpL7	RpS13	physical
FBgn0004403	FBgn0034138	RpS14a	RpS15	physical
FBgn0005533	FBgn0010265	RpS17	RpS13	physical
FBgn0036213	FBgn0061475	RpL10Ab	18SrRNA	physical
FBgn0000100	FBgn0000559	RpLP0	eEF2	physical
FBgn0261592	FBgn0285949	RpS6	RpL31	physical
FBgn0002579	FBgn0010412	RpL36	RpS19a	physical
FBgn0004867	FBgn0037328	RpS2	RpL35A	physical
FBgn0039359	FBgn0285950	RpL27	RpL19	physical
FBgn0010409	FBgn0261599	RpL18A	RpS29	physical
FBgn0011272	FBgn0029897	RpL13	RpL17	physical
FBgn0010411	FBgn0039406	RpS18	RpL34a	physical
FBgn0039406	FBgn0046214	RpL34a	vig2	physical
FBgn0026372	FBgn0031980	RpL23A	RpL36A	physical
FBgn0004403	FBgn0023170	RpS14a	RpL39	physical
FBgn0000100	FBgn0039713	RpLP0	RpS8	physical
FBgn0033699	FBgn0039359	RpS11	RpL27	physical
FBgn0010412	FBgn0261599	RpS19a	RpS29	physical
FBgn0015521	FBgn0029897	RpS21	RpL17	physical
FBgn0003517	FBgn0005593	sta	RpL7	physical
FBgn0020618	FBgn0039406	Rack1	RpL34a	physical
FBgn0020910	FBgn0086472	RpL3	RpS25	physical
FBgn0002579	FBgn0038834	RpL36	RpS30	physical
FBgn0003274	FBgn0261599	RpLP2	RpS29	physical
FBgn0002579	FBgn0261602	RpL36	RpL8	physical
FBgn0036825	FBgn0261608	RpL26	RpL37A	physical
FBgn0010198	FBgn0032518	RpS15Aa	RpL24	physical
FBgn0016726	FBgn0034743	RpL29	RpS16	physical
FBgn0029785	FBgn0037328	RpL35	RpL35A	physical
FBgn0003317	FBgn0011300	sax	babo	physical
FBgn0020910	FBgn0066084	RpL3	RpL41	physical
FBgn0005593	FBgn0013325	RpL7	RpL11	physical
FBgn0039857	FBgn0086710	RpL6	RpL30	physical
FBgn0000002	FBgn0032518	5SrRNA	RpL24	physical
FBgn0011284	FBgn0020910	RpS4	RpL3	physical
FBgn0016726	FBgn0065042	RpL29	2SrRNA	physical
FBgn0023170	FBgn0034968	RpL39	RpL12	physical
FBgn0005533	FBgn0029785	RpS17	RpL35	physical
FBgn0015288	FBgn0037351	RpL22	RpL13A	physical
FBgn0002622	FBgn0285950	RpS3	RpL19	physical
FBgn0039406	FBgn0040007	RpL34a	RpL38	physical
FBgn0003274	FBgn0023170	RpLP2	RpL39	physical
FBgn0034968	FBgn0061474	RpL12	28SrRNA	physical
FBgn0004404	FBgn0010265	RpS14b	RpS13	physical
FBgn0002593	FBgn0061475	RpLP1	18SrRNA	physical
FBgn0023170	FBgn0046214	RpL39	vig2	physical
FBgn0004867	FBgn0038834	RpS2	RpS30	physical
FBgn0011272	FBgn0017545	RpL13	RpS3A	physical
FBgn0010411	FBgn0028697	RpS18	RpL15	physical
FBgn0003942	FBgn0033699	RpS27A	RpS11	physical
FBgn0025815	FBgn0035194	Mcm6	Psf1	physical
FBgn0017579	FBgn0039713	RpL14	RpS8	physical
FBgn0030616	FBgn0086710	RpL37-1	RpL30	physical
FBgn0004867	FBgn0010265	RpS2	RpS13	physical
FBgn0003279	FBgn0015521	RpL4	RpS21	physical
FBgn0035753	FBgn0065042	RpL18	2SrRNA	physical
FBgn0000002	FBgn0034968	5SrRNA	RpL12	physical
FBgn0261597	FBgn0285948	RpS26	RpL27A	physical
FBgn0002593	FBgn0033699	RpLP1	RpS11	physical
FBgn0010078	FBgn0019936	RpL23	RpS20	physical
FBgn0001133	FBgn0039044	grau	p53	physical
FBgn0020618	FBgn0285948	Rack1	RpL27A	physical
FBgn0011272	FBgn0086472	RpL13	RpS25	physical
FBgn0002626	FBgn0010408	RpL32	RpS9	physical
FBgn0026372	FBgn0030616	RpL23A	RpL37-1	physical
FBgn0003942	FBgn0032987	RpS27A	RpL21	physical
FBgn0030616	FBgn0039300	RpL37-1	RpS27	physical
FBgn0028697	FBgn0285950	RpL15	RpL19	physical
FBgn0000158	FBgn0264491	bam	how	physical
FBgn0040007	FBgn0261592	RpL38	RpS6	physical
FBgn0000002	FBgn0033699	5SrRNA	RpS11	physical
FBgn0003942	FBgn0033912	RpS27A	RpS23	physical
FBgn0002579	FBgn0015521	RpL36	RpS21	physical
FBgn0020910	FBgn0040007	RpL3	RpL38	physical
FBgn0028697	FBgn0061471	RpL15	5.8SrRNA	physical
FBgn0000559	FBgn0002590	eEF2	RpS5a	physical
FBgn0037328	FBgn0086710	RpL35A	RpL30	physical
FBgn0034743	FBgn0261608	RpS16	RpL37A	physical
FBgn0024733	FBgn0065042	RpL10	2SrRNA	physical
FBgn0010409	FBgn0030616	RpL18A	RpL37-1	physical
FBgn0002593	FBgn0285949	RpLP1	RpL31	physical
FBgn0003941	FBgn0261599	RpL40	RpS29	physical
FBgn0039757	FBgn0261602	RpS7	RpL8	physical
FBgn0000002	FBgn0031980	5SrRNA	RpL36A	physical
FBgn0003941	FBgn0061474	RpL40	28SrRNA	physical
FBgn0039713	FBgn0261592	RpS8	RpS6	physical
FBgn0010408	FBgn0020618	RpS9	Rack1	physical
FBgn0027494	FBgn0030616	RpS10a	RpL37-1	physical
FBgn0017579	FBgn0034138	RpL14	RpS15	physical
FBgn0039300	FBgn0086472	RpS27	RpS25	physical
FBgn0005593	FBgn0010408	RpL7	RpS9	physical
FBgn0030616	FBgn0037328	RpL37-1	RpL35A	physical
